"my_symbol","my_go"
"UGT73B2","GO:0016757"
"UGT73B2","GO:0033836"
"UGT73B2","GO:0035251"
"UGT73B2","GO:0047893"
"UGT73B2","GO:0080044"
"UGT73B2","GO:0051707"
"UGT73B2","GO:0051555"
"DIN10","GO:0003824"
"DIN10","GO:0005975"
"DIN10","GO:0047274"
"DIN10","GO:0009409"
"DIN10","GO:0006979"
"DIN10","GO:0009506"
"DIN10","GO:0005829"
"DIN10","GO:0003729"
"DIN10","GO:0009507"
"DIN10","GO:0080167"
"DIN10","GO:0071456"
"At1g25400","GO:0016020"
"At1g25400","GO:0016021"
"At1g25400","GO:0008150"
"KCS12","GO:0016746"
"KCS12","GO:0016747"
"KCS12","GO:0016020"
"KCS12","GO:0006633"
"KCS12","GO:0005783"
"KCS12","GO:0016740"
"KCS12","GO:0102756"
"KCS12","GO:0102336"
"KCS12","GO:0102337"
"KCS12","GO:0102338"
"OXI1","GO:0006468"
"OXI1","GO:0005886"
"OXI1","GO:0004674"
"OXI1","GO:0005737"
"OXI1","GO:0005634"
"OXI1","GO:0005515"
"OXI1","GO:0019901"
"OXI1","GO:0005524"
"OXI1","GO:0004672"
"OXI1","GO:0016301"
"OXI1","GO:0016310"
"OXI1","GO:0006952"
"OXI1","GO:0016740"
"OXI1","GO:0000166"
"OXI1","GO:0106310"
"OXI1","GO:0106311"
"OXI1","GO:0006979"
"OXI1","GO:0009611"
"OXI1","GO:0071456"
"AXX17_At5g60920","GO:0003677"
"AXX17_At5g60920","GO:0006355"
"NAC079","GO:0003677"
"NAC079","GO:0006355"
"NAC079","GO:0005634"
"NAC079","GO:0003700"
"NAC079","GO:0000976"
"SAG113","GO:0005829"
"SAG113","GO:0005634"
"SAG113","GO:0016791"
"SAG113","GO:0004721"
"SAG113","GO:0016787"
"SAG113","GO:0046872"
"SAG113","GO:0005794"
"SAG113","GO:0004722"
"SAG113","GO:0106306"
"SAG113","GO:0106307"
"SAG113","GO:0010150"
"SAG113","GO:0009414"
"SAG113","GO:0033106"
"SAG113","GO:0010118"
"SAG113","GO:0009788"
"SAG113","GO:0009737"
"SAG113","GO:0009658"
"SAG113","GO:0005515"
"SAG113","GO:0006470"
"SAG113","GO:0016311"
"At1g49450","GO:0008150"
"RLP22","GO:0005886"
"RLP22","GO:0016020"
"RLP22","GO:0016021"
"UPI","GO:0009611"
"UPI","GO:0004867"
"UPI","GO:0010466"
"UPI","GO:0030414"
"UPI","GO:0006952"
"UPI","GO:0002213"
"UPI","GO:0050832"
"UPI","GO:0010951"
"VQ18","GO:0005634"
"VQ18","GO:0005515"
"VQ18","GO:0071215"
"VQ18","GO:0090351"
"WRKY29","GO:0005634"
"WRKY29","GO:0003700"
"WRKY29","GO:0000976"
"WRKY29","GO:0043565"
"WRKY29","GO:0006355"
"WRKY29","GO:0006952"
"WRKY29","GO:0003677"
"WRKY29","GO:0010200"
"WRKY31","GO:0003700"
"WRKY31","GO:0043565"
"WRKY31","GO:0006355"
"WRKY31","GO:0005634"
"WRKY31","GO:0003677"
"WRKY31","GO:0005515"
"WRKY72","GO:0003700"
"WRKY72","GO:0043565"
"WRKY72","GO:0006355"
"WRKY72","GO:0005634"
"WRKY72","GO:0003677"
"WRKY72","GO:0006952"
